label,id,lat,lon,
Court Sq,G22N,40.746554,-73.943832
21 St,G24N,40.744065,-73.949724
Greenpoint Av,G26N,40.731352,-73.954449
Nassau Av,G28N,40.724635,-73.951277
Metropolitan Av,G29N,40.712792,-73.951418
Broadway,G30N,40.706092,-73.950308
Flushing Av,G31N,40.700377,-73.950234
Myrtle-Willoughby Avs,G32N,40.694568,-73.949046
Bedford-Nostrand Avs,G33N,40.689627,-73.953522
Classon Av,G34N,40.688873,-73.96007
Clinton-Washington Avs,G35N,40.688089,-73.966839
Fulton St,G36N,40.687119,-73.975375
Hoyt-Schermerhorn Sts,A42N,40.688484,-73.985001
Bergen St,F20N,40.686145,-73.990862
Carroll St,F21N,40.680303,-73.995048
Smith-9 Sts,F22N,40.67358,-73.995959
4 Av-9 St,F23N,40.670272,-73.989779
7 Av,F24N,40.666271,-73.980305
15 St-Prospect Park,F25N,40.660365,-73.979493
Fort Hamilton Pkwy,F26N,40.650782,-73.975776
Church Av,F27N,40.644041,-73.979678
