label,id,lat,lon
Hainault,940GZZLUHLT,51.60370941471,0.09306521808000001
Grange Hill,940GZZLUGGH,51.61323851718,0.09172696361
Chigwell,940GZZLUCWL,51.61755449633,0.0755442059
Roding Valley,940GZZLURVY,51.61707635741,0.04385824849
Woodford,940GZZLUWOF,51.60703966954,0.034077834929999995
South Woodford,940GZZLUSWF,51.59189011523,0.02714962211
Snaresbrook,940GZZLUSNB,51.580835666160006,0.02156249444
Leytonstone,940GZZLULYS,51.568629552660006,0.008654565769999999
Leyton,940GZZLULYN,51.55676355528,-0.005298968950000001
Stratford,940GZZLUSTD,51.54205469309,-0.0023080739800000003
Mile End,940GZZLUMED,51.52518381742,-0.033666267650000005
Bethnal Green,940GZZLUBLG,51.52710314157,-0.05493455245
Liverpool Street,940GZZLULVT,51.51781287197,-0.08218294727
Bank,940GZZLUBNK,51.513389043480004,-0.08882541444
St. Paul's,940GZZLUSPU,51.515258102080004,-0.09814429977
Chancery Lane,940GZZLUCHL,51.5183092436,-0.11166697318
Holborn,940GZZLUHBN,51.517648488190005,-0.12035679912
Tottenham Court Road,940GZZLUTCR,51.516427987389996,-0.13064032425
Oxford Circus,940GZZLUOXC,51.51527830104,-0.14204459034
Bond Street,940GZZLUBND,51.51396566206,-0.1488861729
Marble Arch,940GZZLUMBA,51.51359836711,-0.15868689416
Lancaster Gate,940GZZLULGT,51.51191244894,-0.17567405257
Queensway,940GZZLUQWY,51.5103437642,-0.18759700744
Notting Hill Gate,940GZZLUNHG,51.509044151759994,-0.1966263952
Holland Park,940GZZLUHPK,51.50725853865,-0.20567435068999998
Shepherd's Bush (Central),940GZZLUSBC,51.5047398375,-0.21800672068
White City,940GZZLUWCY,51.51204601504,-0.22422122813999998
East Acton,940GZZLUEAN,51.51676582295,-0.2474587592
North Acton,940GZZLUNAN,51.52309521616,-0.25884863719
Hanger Lane,940GZZLUHGR,51.52987992083,-0.29342140189
Perivale,940GZZLUPVL,51.536612577430006,-0.32317579868
Greenford,940GZZLUGFD,51.54269035234999,-0.34591064240999997
Northolt,940GZZLUNHT,51.5483239696,-0.36871062493
South Ruislip,940GZZLUSRP,51.557006615809996,-0.40043893384
Ruislip Gardens,940GZZLURSG,51.56077585034,-0.4111410772
West Ruislip,940GZZLUWRP,51.56977399364,-0.4377094365
